      t         y1        y2      check
  64.10000  -6.39880 146.2577121432.26164
  64.15000   0.91408 147.2575221685.61278
  64.20000   8.27696 147.1146921711.24139
  64.25000  15.63269 145.8214221508.26751
  64.30000  22.92377 143.3788121082.98244
  64.35000  30.09271 139.7969720448.76448
  64.40000  37.08256 135.0949919625.77141
  64.45000  43.83730 129.3008418640.41591
  64.50000  50.30235 122.4512617524.63687
  64.55000  56.42491 114.5915216314.98624
  64.60000  62.15449 105.7751315051.55715
  64.65000  67.44324  96.0634913776.78434
  64.70000  72.24642  85.5254812534.15241
  64.75000  76.52269  74.2369811366.85096
  64.80000  80.23454  62.2803110316.41793
  64.85000  83.34855  49.743669421.41329
  64.90000  85.83574  36.720458716.16518
  64.95000  87.67176  23.308628229.62899
  65.00000  88.83719   9.609907984.39663
  65.05000  89.31769  -4.270917995.88960
  65.10000  89.10414 -18.226808271.76389
  65.15000  88.19280 -32.149328811.54868
  65.20000  86.58533 -45.929449606.53388
  65.25000  84.28886 -59.4584010639.91383
  65.30000  81.31594 -72.6285411887.18675
  65.35000  77.68452 -85.3341513316.80148
  65.40000  73.41781 -97.4723614891.03504
  65.45000  68.54419-108.9438916567.07720
  65.50000  63.09700-119.6539218298.29139
  65.55000  57.11430-129.5128320035.61516
  65.60000  50.63866-138.4369321729.05860
  65.65000  43.71681-146.3492323329.25528
  65.70000  36.39935-153.1799824789.01800
  65.75000  28.74035-158.8673826064.85073
  65.80000  20.79698-163.3580627118.36868
  65.85000  12.62908-166.6075827917.58061
  65.90000   4.29870-168.5808828437.99106
  65.95000  -4.13034-169.2525528663.48521
  66.00000 -12.59297-168.6071828586.96515
  66.05000 -21.02333-166.6395328210.71388
  66.10000 -29.35531-163.3546427546.47120
  66.15000 -37.52304-158.7678726615.21482
  66.20000 -45.46143-152.9048925446.64865
  66.25000 -53.10668-145.8015524078.40995
  66.30000 -60.39675-137.5036322555.01557
  66.35000 -67.27194-128.0666420926.57631
  66.40000 -73.67527-117.5554019247.31592
  66.45000 -79.55304-106.0436317573.93814
  66.50000 -84.85522 -93.6134715963.89039
  66.55000 -89.53589 -80.3548414473.57708
  66.60000 -93.55363 -66.3648613156.57738
  66.65000 -96.87188 -51.7471112061.92366
  66.70000 -99.45923 -36.6108811232.49520
  66.75000-101.28978 -21.0703710703.57935
  66.80000-102.34330  -5.2438410501.64794
  66.85000-102.60549  10.7473010643.39041
  66.90000-102.06812  26.7794011135.03811
  66.95000-100.72915  42.7275511972.00551
  67.00000 -98.59277  58.4664813138.86435
  67.05000 -95.66945  73.8716014609.65706
  67.10000 -91.97587  88.8199516348.54458
  67.15000 -87.53487 103.1911818310.77391
  67.20000 -82.37531 116.8685120443.93988
  67.25000 -76.53189 129.7396522689.50628
  67.30000 -70.04491 141.6977624984.54288
  67.35000 -62.96002 152.6422727263.62725
  67.40000 -55.32791 162.4797829460.85444
  67.45000 -47.20392 171.1247631511.89334
  67.50000 -38.64768 178.5003733356.02596
  67.55000 -29.72266 184.5390734938.10562
  67.60000 -20.49571 189.1832436210.37138
  67.65000 -11.03654 192.3856937134.05969
  67.70000  -1.41726 194.1101537680.75964
  67.75000   8.28825 194.3316037833.46526
  67.80000  18.00483 193.0365637587.28727
  67.85000  27.65666 190.2233136949.79657
  67.90000  37.16782 185.9019535940.98307
  67.95000  46.46292 180.0944834592.82490
  68.00000  55.46764 172.8346532948.47561
  68.05000  64.10938 164.1678331061.08865
  68.10000  72.31777 154.1507428992.31030
  68.15000  80.02530 142.8510926810.48311
  68.20000  87.16786 130.3471424588.61141
  68.25000  93.68522 116.7271622402.14900
  68.30000  99.52157 102.0888420326.67543
  68.35000 104.62602  86.5386018435.53192
  68.40000 108.95295  70.1907816797.49022
  68.45000 112.46248  53.1668815474.52802
  68.50000 115.12083  35.5946214519.78225
  68.55000 116.90056  17.6069913975.74701
  68.60000 117.78091  -0.6587213872.77649
  68.65000 117.74797 -19.0619914227.94455
  68.70000 116.79487 -37.4601115044.30225
  68.75000 114.92187 -55.7093116310.56274
  68.80000 112.13640 -73.6658518001.23020
  68.85000 108.45311 -91.1871620077.17572
  68.90000 103.89375-108.1329622486.64896
  68.95000  98.48710-124.3663625166.70109
  69.00000  92.26879-139.7549728044.98045
  69.05000  85.28104-154.1719731041.85096
  69.10000  77.57244-167.4971334072.77180
  69.15000  69.19758-179.6178237050.86795
  69.20000  60.21669-190.4299539889.61419
  69.25000  50.69519-199.8388042505.55026
  69.30000  40.70325-207.7599344820.94259
  69.35000  30.31526-214.1198146766.30854
  69.40000  19.60927-218.8565748282.72185
  69.45000   8.66644-221.9205249323.82376
  69.50000  -2.42959-223.2746549857.47211
  69.55000 -13.59332-222.8950349866.97130
  69.60000 -24.73807-220.7710749351.83778
  69.65000 -35.77662-216.9057548328.06997
  69.70000 -46.62191-211.3156546827.90640
  69.75000 -57.18769-204.0309844899.07148
  69.80000 -67.38924-195.0954042603.52465
  69.85000 -77.14401-184.5658340015.74414
  69.90000 -86.37230-172.5120837220.59184
  69.95000 -94.99791-159.0164134310.81961
  70.00000-102.94873-144.1729831384.28937
  70.05000-110.15738-128.0872428540.98964
  70.10000-116.56174-110.8751525879.93866
  70.15000-122.10550 -92.6623823496.06931
  70.20000-126.73862 -73.5834021477.19319
  70.25000-130.41779 -53.7804919901.13986
  70.30000-133.10681 -33.4027118833.16400
  70.35000-134.77695 -12.6047718323.70541
  70.40000-135.40718   8.4541318406.57790
  70.45000-134.98448  29.6115019097.65029
  70.50000-133.50390  50.7028320394.06862
  70.55000-130.96876  71.5628122274.05235
  70.60000-127.39062  92.0266824697.28005
  70.65000-122.78929 111.9314627605.86164
  70.70000-117.19271 131.1172930925.87593
  70.75000-110.63685 149.4286534569.43435
  70.80000-103.16542 166.7156638437.21429
  70.85000 -94.82963 182.8352642421.39019
  70.90000 -85.68787 197.6523946408.87695
  70.95000 -75.80525 211.0411250284.78881
  71.00000 -65.25320 222.8856953936.00885
  71.05000 -54.10891 233.0815057254.75925
  71.10000 -42.45484 241.5360260142.06016
  71.15000 -30.37804 248.1695862510.96760
  71.20000 -17.96956 252.9161564289.48511
  71.25000  -5.32375 255.7239065423.05312
  71.30000   7.46245 256.5557365876.53147
  71.35000  20.29023 255.3897265635.60486
  71.40000  33.05972 252.2193864707.55845
  71.45000  45.67069 247.0537963121.38915
  71.50000  58.02338 239.9177560927.23898
  71.55000  70.01926 230.8516058195.15735
  71.60000  81.56184 219.9110955013.22073
  71.65000  92.55740 207.1670551485.05827
  71.70000 102.91575 192.7049647726.85173
  71.75000 112.55100 176.6243743863.89525
  71.80000 121.38222 159.0382840026.81590
  71.85000 129.33413 140.0723036347.56796
  71.90000 136.33775 119.8638532955.32278
  71.95000 142.33094  98.5610729972.38134
  72.00000 147.25899  76.3218627510.23782
  72.05000 151.07509  53.3126525665.91979
  72.10000 153.74072  29.7071724518.72396
  72.15000 155.22608   5.6851824127.45592
  72.20000 155.51033 -18.5689024528.26817
  72.25000 154.58189 -42.8673925733.17354
  72.30000 152.43852 -67.0208127729.29112
  72.35000 149.08748 -90.8393330478.85986
  72.40000 144.54551-114.1342433920.03136
  72.45000 138.83880-136.7194837968.42935
  72.50000 132.00283-158.4130442519.43896
  72.55000 124.08218-179.0384947451.16561
  72.60000 115.13025-198.4263352627.98142
  72.65000 105.20894-216.4154357904.55718
  72.70000  94.38816-232.8543263130.26137
  72.75000  82.74545-247.6024768153.79421
  72.80000  70.36532-260.5314572827.91533
  72.85000  57.33875-271.5260377014.11848
  72.90000  43.76245-280.4852180587.10614
  72.95000  29.73819-287.3230983438.92067
  73.00000  15.37203-291.9696985482.59746
  73.05000   0.77355-294.3715786655.21796
  73.10000 -13.94503-294.4924386920.25775
  73.15000 -28.66965-292.3135286269.14502
  73.20000 -43.28533-287.8338984721.96826
  73.25000 -57.67702-281.0705682327.29774
  73.30000 -71.73055-272.0585279161.11226
  73.35000 -85.33347-260.8506375324.85107
  73.40000 -98.37601-247.5172770942.63787
  73.45000-110.75187-232.1460266157.75111
  73.50000-122.35917-214.8410461128.43915
  73.55000-133.10122-195.7224256023.20104
  73.60000-142.88734-174.9253551015.67232
  73.65000-151.63361-152.5992146279.26982
  73.70000-159.26357-128.9064541981.75925
  73.75000-165.70889-104.0215238279.91458
  73.80000-170.90997 -78.1295135314.43779
  73.85000-174.81645 -51.4248233205.30220
  73.90000-177.38769 -24.1097532047.67171
  73.95000-178.59317   3.6070731908.53298
  74.00000-178.41282  31.5122632824.15694
  74.05000-176.83721  59.3892634798.48227
  74.10000-173.86775  87.0200737802.48587
  74.15000-169.51674 114.1869141774.57559
  74.20000-163.80740 140.6739046622.00882
  74.25000-156.77370 166.2688052223.30870
  74.30000-148.46026 190.7647058431.61803
  74.35000-138.92203 213.9616165078.90035
  74.40000-128.22395 235.6681871980.87018
  74.45000-116.44054 255.7031778942.50931
  74.50000-103.65538 273.8970085764.00573
  74.55000 -89.96053 290.0931692246.93574
  74.60000 -75.45587 304.1494998200.49971
  74.65000 -60.24840 315.93947103447.61680
  74.70000 -44.45142 325.35328107830.68585
  74.75000 -28.18376 332.29881111216.82664
  74.80000 -11.56882 336.70253113502.42938
  74.85000   5.26631 338.51016114616.85906
  74.90000  22.19182 337.68729114525.18547
  74.95000  39.07618 334.21982113229.83805
  75.00000  55.78717 328.11417110771.11700
  75.05000  72.19288 319.39742107226.52658
  75.10000  88.16275 308.11729102708.93311
  75.15000 103.56862 294.3418697363.58682
  75.20000 118.28571 278.1592691364.08309
  75.25000 132.19367 259.6771284907.37272
  75.30000 145.17753 239.0218678207.96280
  75.35000 157.12862 216.3378771491.47677
  75.40000 167.94551 191.7865264987.76553
  75.45000 177.53484 165.5450358923.77806
  75.50000 185.81209 137.8052253516.41110
  75.55000 192.70235 108.7720848965.56143
  75.60000 198.14096  78.6623345447.60148
  75.65000 202.07407  47.7028143109.48914
  75.70000 204.45921  16.1287442063.70620
  75.75000 205.26565 -15.8180242384.19693
  75.80000 204.47475 -47.8907744103.44952
  75.85000 202.08021 -79.8399547210.82991
  75.90000 198.08821-111.4149951652.23954
  75.95000 192.51746-142.3662757331.12881
  76.00000 185.39915-172.4471264110.85553
  76.05000 176.77679-201.4157471818.33578
  76.10000 166.70601-229.0371280248.89301
  76.15000 155.25415-255.0849389172.17249
  76.20000 142.49990-279.3433998338.95249
  76.25000 128.53274-301.60900107488.65310
  76.30000 113.45229-321.69224116357.31844
  76.35000  97.36767-339.41916124685.82983
  76.40000  80.39672-354.63286132228.09634
  76.45000  62.66507-367.19485138758.96589
  76.50000  44.30533-376.98626144081.60485
  76.55000  25.45602-383.90897148034.10678
  76.60000   6.26057-387.88647150495.11114
  76.65000 -13.13376-388.86469151388.24068
  76.70000 -32.57699-386.81254150685.19998
  76.75000 -51.91762-381.72238148407.41705
  76.80000 -71.00374-373.61026144626.15390
  76.85000 -89.68425-362.51592139461.05838
  76.90000-107.81004-348.50276133077.17842
  76.95000-125.23518-331.65744125680.50784
  77.00000-141.81805-312.08944117512.18027
  77.05000-157.42253-289.93037108841.47179
  77.10000-171.91905-265.3331099957.81258
  77.15000-185.18570-238.4707591162.04227
  77.20000-197.10924-209.5354882757.17088
  77.25000-207.58601-178.7371775038.92693
  77.30000-216.52287-146.3018568286.38518
  77.35000-223.83796-112.4701562752.96899
  77.40000-229.46147 -77.4954758658.11456
  77.45000-233.33624 -41.6421256179.86868
  77.50000-235.41835  -5.1833355448.66635
  77.55000-235.67752  31.6007956542.50151
  77.60000-234.09748  68.4254059483.66407
  77.65000-230.67621 105.0031364237.16992
  77.70000-225.42605 141.0462970710.95960
  77.75000-218.37374 176.2691178757.88719
  77.80000-209.56028 210.3900088179.46530
  77.85000-199.04078 243.1338098731.27626
  77.90000-186.88409 274.23392110129.90641
  77.95000-173.17239 303.43456122061.21016
  78.00000-158.00067 330.49275134189.66591
  78.05000-141.47603 355.18035146168.54810
  78.10000-123.71701 377.28598157650.60959
  78.15000-104.85271 396.61676168298.94800
  78.20000 -85.02187 413.00000177797.71855
  78.25000 -64.37187 426.28467185862.35568
  78.30000 -43.05764 436.34277192248.97560
  78.35000 -21.24050 443.07053196762.65257
  78.40000   0.91302 446.38936199264.29206
  78.45000  23.23249 446.24670199675.86366
  78.50000  45.54483 442.61662197983.80406
  78.55000  67.67566 435.50024194240.45491
  78.60000  89.45067 424.92592188563.45970
  78.65000 110.69697 410.94925181133.10653
  78.70000 131.24443 393.65285172187.66771
  78.75000 150.92707 373.14591162016.85079
  78.80000 169.58437 349.56355150953.53633
  78.85000 187.06254 323.06600139364.03433
  78.90000 203.21584 293.83748127637.14112
  78.95000 217.90772 262.08500116172.32048
  79.00000 231.01197 228.03692105367.36554
  79.05000 242.41381 191.9413095605.91923
  79.10000 252.01088 154.0641487245.24230
  79.15000 259.71409 114.6874480604.61533
  79.20000 265.44846  74.1071175954.74816
  79.25000 269.15381  32.6307973508.54399
  79.30000 270.78535  -9.4244973413.52852
  79.35000 270.31413 -51.7347075746.20754
  79.40000 267.72739 -93.9712880508.55959
  79.45000 263.02883-135.8036987626.80723
  79.50000 256.23864-176.9019496952.54105
  79.55000 247.39355-216.93923108266.19808
  79.60000 236.54659-255.59447121282.82273
  79.65000 223.76686-292.55488135659.96561
  79.70000 209.13912-327.51845151007.50642
  79.75000 192.76320-360.19644166899.12362
  79.80000 174.75337-390.31569182885.07749
  79.85000 155.23759-417.62090198505.92702
  79.90000 134.35654-441.87678213306.76567
  79.95000 112.26271-462.86999226851.53853
  80.00000  89.11921-480.41103238736.99379
  80.05000  65.09865-494.33591248605.82599
  80.10000  40.38186-504.50757256158.58680
  80.15000  15.15648-510.81724261163.97110
  80.20000 -10.38438-513.18544263467.13081
  80.25000 -36.04365-511.56288262995.72517
  80.30000 -61.62180-505.93106259763.48255
  80.35000 -86.91835-496.30265253871.12333
  80.40000-111.73348-482.72166245504.57331
  80.45000-135.86957-465.26330234930.48138
  80.50000-159.13273-444.03368222489.13929
  80.55000-181.33442-419.16920208584.98463
  80.60000-202.29288-390.83569193674.94630
  80.65000-221.83466-359.22743178254.96369
  80.70000-239.79603-324.56577162845.07292
  80.75000-256.02432-287.09764147973.50473
  80.80000-270.37920-247.09384134160.27628
  80.85000-282.73389-204.84709121900.78287
  80.90000-292.97625-160.66991111649.90314
  80.95000-301.00974-114.89238103807.12364
  81.00000-306.75436 -67.8596098703.16449
  81.05000-310.14734 -19.9292396588.54834
  81.10000-311.14380  28.5312997624.50119
  81.15000-309.71724  77.14751101876.50641
  81.20000-305.85986 125.54083109310.75556
  81.25000-299.58282 173.33143119793.65236
  81.30000-290.91625 220.14125133094.43350
  81.35000-279.90919 265.59691148890.87287
  81.40000-266.62934 309.33272166777.93916
  81.45000-251.16271 350.99356186279.18199
  81.50000-233.61303 390.23773206860.53282
  81.55000-214.10114 426.73976227946.12654
  81.60000-192.76416 460.19307248935.67985
  81.65000-169.75450 490.31247269222.90693
  81.70000-145.23888 516.83661288214.41187
  81.75000-119.39705 539.53018305348.47389
  81.80000 -92.42054 558.18597320113.13552
  81.85000 -64.51124 572.62668332063.01631
  81.90000 -35.87991 582.70656340834.30580
  81.95000  -6.74458 588.31280346157.43758
  82.00000  22.67106 589.36664347867.01136
  82.05000  52.13939 585.82428345908.60911
  82.10000  81.43061 577.67750340342.24321
  82.15000 110.31448 564.95397331342.27576
  82.20000 138.56218 547.71733319193.75625
  82.25000 165.94805 526.06699304285.23608
  82.30000 192.25140 500.13761287098.22959
  82.35000 217.25828 470.09833268193.59913
  82.40000 240.76320 436.15172248195.24208
  82.45000 262.57078 398.53247227771.54827
  82.50000 282.49741 357.50579207615.17352
  82.55000 300.37269 313.36557188421.73618
  82.60000 316.04097 266.43234170868.08665
  82.65000 329.36259 217.05093155590.82382
  82.70000 340.21514 165.58803143165.73484
  82.75000 348.49454 112.42941134088.81642
  82.80000 354.11601  57.97714128759.49689
  82.85000 357.01487   2.64652127466.61864
  82.90000 357.14719 -53.13706130377.66341
  82.95000 354.49034-108.94130137531.60841
  83.00000 349.04327-164.33042148835.69407
  83.05000 340.82675-218.86843164066.26592
  83.10000 329.88333-272.12261182873.72819
  83.15000 316.27720-323.66688204791.51848
  83.20000 300.09386-373.08520229248.88553
  83.25000 281.43960-419.97486255587.12982
  83.30000 260.44085-463.94980283078.85261
  83.35000 237.24336-504.64368310949.65806
  83.40000 212.01118-541.71296338401.66729
  83.45000 184.92553-574.83970364638.13660
  83.50000 156.18355-603.73432388888.42636
  83.55000 125.99683-628.13800410432.54424
  83.60000  94.58993-647.82500428624.48762
  83.65000  62.19868-662.60468442913.63554
  83.70000  29.06845-672.32322452863.48967
  83.75000  -4.54771-676.86517458167.13604
  83.80000 -38.39097-676.15459458658.89191
  83.85000 -72.19870-670.15600454321.71325
  83.90000-105.70650-658.87495445290.06444
  83.95000-138.65025-642.35831431848.08912
  84.00000-170.76816-620.69421414423.06575
  84.05000-201.80287-594.01168393574.27894
  84.10000-231.50346-562.47998369977.58284
  84.15000-259.62746-526.30757344406.07271
  84.20000-285.94284-485.74078317707.40843
  84.25000-310.22988-441.06221290778.44782
  84.30000-332.28299-392.58879264537.94150
  84.35000-351.91243-340.66957239898.11411
  84.40000-368.94590-285.68326217736.00407
  84.45000-383.23007-228.03546198865.45550
  84.50000-394.63184-168.15576184010.64963
  84.55000-403.03963-106.49454173782.02838
  84.60000-408.36436 -43.51960168655.40165
  84.65000-410.54033  20.28733168954.94244
  84.70000-409.52597  84.43426174840.66312
  84.75000-405.30425 148.42269186300.83535
  84.80000-397.88312 211.75148203149.66851
  84.85000-387.29555 273.92072225030.40187
  84.90000-373.59951 334.43565251423.79847
  84.95000-356.87773 392.81057281661.85968
  85.00000-337.23720 448.57272314946.41268
  85.05000-314.80856 501.26603350372.06559
  85.10000-289.74526 550.45487386952.87972
  85.15000-262.22252 595.72757423651.98233
  85.20000-232.43614 636.69983459413.23868
  85.25000-200.60115 673.01798493194.02411
  85.30000-166.95025 704.36191523998.08716
  85.35000-131.73215 730.44789550907.47623
  85.40000 -95.20976 751.03104573112.51550
  85.45000 -57.65821 765.90756589938.86080
  85.50000 -19.36283 774.91666600870.74257
  85.55000  19.38300 777.94210605569.60834
  85.60000  58.28011 774.91350603887.50883
  85.65000  97.02578 765.80724595874.72603
  85.70000 135.31615 750.64696581781.31427
  85.75000 172.84849 729.50381562052.41028
  85.80000 209.32368 702.49623537317.36163
  85.85000 244.44850 669.78941508372.91679
  85.90000 277.93797 631.59433476160.91006
  85.95000 309.51768 588.16652441741.05376
  86.00000 338.92601 539.80438406259.61274
  86.05000 365.91623 486.84720370914.87760
  86.10000 390.25859 429.67278336920.46732
  86.15000 411.74223 368.69488305467.57638
  86.20000 430.17697 304.36016277687.33187
  86.25000 445.39498 237.14501254614.44101
  86.30000 457.25223 167.55204237153.28734
  86.35000 465.62983  96.10638226047.57594
  86.40000 470.43515  23.35172221854.53335
  86.45000 471.60274 -50.15377224924.54182
  86.50000 469.09505-123.84170235386.93062
  86.55000 462.90296-197.13780253142.46588
  86.60000 453.04607-269.46639277862.87928
  86.65000 439.57275-340.25484308997.56070
  86.70000 422.56001-408.93808345787.31764
  86.75000 402.11311-474.96308387284.88145
  86.80000 378.36495-537.79326432381.62414
  86.85000 351.47529-596.91278479839.74671
  86.90000 321.62965-651.83079528329.01677
  86.95000 289.03811-702.08543576466.97688
  87.00000 253.93384-747.24763622861.41868
  87.05000 216.57146-786.92479666153.82877
  87.10000 177.22522-820.76408705062.46105
  87.15000 136.18701-848.45553738423.68111
  87.20000  93.76424-869.73475765230.26099
  87.25000  50.27750-884.38541784665.37749
  87.30000   6.05823-892.24127796131.18202
  87.35000 -38.55383-893.18787799270.96236
  87.40000 -83.21323-887.16383793984.10183
  87.45000-127.57142-874.16176780433.25467
  87.50000-171.27951-854.22873759043.39061
  87.55000-213.99094-827.46631730492.61125
  87.60000-255.36426-794.03022695694.89655
  87.65000-295.06577-754.12956655775.19521
  87.70000-332.77225-708.02553612037.51872
  87.75000-368.17352-656.02987565926.92827
  87.80000-400.97502-598.50275518986.50919
  87.85000-430.90015-535.85041472810.60115
  87.90000-457.69267-468.52226428995.69009
  87.95000-481.11879-397.00778389090.46268
  88.00000-500.96918-321.83297354546.57395
  88.05000-517.06082-243.55653326671.68102
  88.10000-529.23865-162.76578306586.24881
  88.15000-537.37694 -80.07224295185.53950
  88.20000-541.38055   3.89291293108.05712
  88.25000-541.18591  88.48362300711.53664
  88.30000-536.76173 173.04392318057.34760
  88.35000-528.10953 256.91294344903.93274
  88.40000-515.26388 339.43005380709.62866
  88.45000-498.29238 419.94003424644.92749
  88.50000-477.29538 497.79822475613.94364
  88.55000-452.40547 572.37562532284.55793
  88.60000-423.78669 643.06397593126.43133
  88.65000-391.63349 709.28064656455.82156
  88.70000-356.16946 770.47338720485.90593
  88.75000-317.64579 826.12485783381.12125
  88.80000-276.33954 875.75701843313.88217
  88.85000-232.55169 918.93506898521.93965
  88.90000-186.60494 955.27126947364.59335
  88.95000-138.84138 984.42829988375.98014
  89.00000 -89.619961006.122251020313.72414
  89.05000 -39.313851020.125371042201.35240
  89.10000  11.692421026.268161053363.05030
  89.15000  63.005831024.441221053449.54825
  89.20000 114.227891014.596561042454.19010
  89.25000 164.95771 996.748451020718.52608
  89.30000 214.79514 970.97381988927.09080
  89.35000 263.34383 937.41207948091.36035
  89.40000 310.21443 896.26460899523.22080
  89.45000 355.02766 847.79359844798.61462
  89.50000 397.41734 792.32052785712.34888
  89.55000 437.03337 730.22406724225.34196
  89.60000 473.54457 661.93760662405.84161
  89.65000 506.64145 587.94626602366.36049
  89.70000 536.03876 508.78353546198.23660
  89.75000 561.47794 425.02747495905.83024
  89.80000 582.72931 337.29655453342.41236
  89.85000 599.59414 246.24509420149.77795
  89.90000 611.90639 152.55851397703.53393
  89.95000 619.53432  56.94813387065.86351
  90.00000 622.38173 -39.85410388947.36329
  90.05000 620.38902-137.10125403679.29041
  90.10000 613.53396-234.03703431197.25196
  90.15000 601.83211-329.90171471037.02678
  90.20000 585.33702-423.93798522342.84100
  90.25000 564.14012-515.39689583888.03321
  90.30000 538.37028-603.54379654107.65692
  90.35000 508.19309-687.66414731142.18648
  90.40000 473.80988-767.06931812891.13227
  90.45000 435.45642-841.10211897075.04184
  90.50000 393.40131-909.14217981304.07718
  90.55000 347.94420-970.611131063151.12411
  90.60000 299.41365-1024.977411140227.21571
  90.65000 248.16478-1071.760791210256.94453
  90.70000 194.57674-1110.536541271151.50209
  90.75000 139.04991-1140.939151321077.02164
  90.80000  82.00295-1162.665701358516.01057
  90.85000  23.86967-1175.478661382319.84048
  90.90000 -34.90427-1179.208301391750.51125
  90.95000 -93.86468-1173.754501386510.21310
  91.00000-152.55241-1159.088151366757.56970
  91.05000-210.50681-1135.251831333109.84469
  91.10000-267.26940-1102.360141286630.82251
  91.15000-322.38741-1060.599301228804.51815
  91.20000-375.41738-1010.226271161495.31679
  91.25000-425.92869-951.567301086895.57849
  91.30000-473.50706-885.015941007462.15195
  91.35000-517.75785-811.03047925843.61099
  91.40000-558.30938-730.13080844800.34681
  91.45000-594.81592-642.89496767119.90570
  91.50000-626.96066-549.95497695530.14864
  91.55000-654.45841-451.99237632612.91763
  91.60000-677.05803-349.73324580720.91988
  91.65000-694.54469-243.94293541900.48289
  91.70000-706.74184-135.42032517822.69097
  91.75000-713.51286 -24.99191509725.19090
  91.80000-714.76245  86.49448518366.65639
  91.85000-710.43773 198.17611543995.53539
  91.90000-700.52892 309.18201586334.28305
  91.95000-685.06982 418.63965644579.81685
  92.00000-664.13784 525.68181717420.43412
  92.05000-637.85375 629.45335803068.92046
  92.10000-606.38108 729.11800899311.06643
  92.15000-569.92518 823.865041003568.31500
  92.20000-528.73193 912.915851112972.79996
  92.25000-483.08614 995.530211224452.62004
  92.30000-433.309631071.012421334824.83940
  92.35000-379.759011138.717051440893.42355
  92.40000-322.823151198.054401539549.12187
  92.45000-262.920431248.495511627868.19965
  92.50000-200.495661289.576831703206.91033
  92.55000-136.016821320.904281763288.68301
  92.60000 -69.971601342.156901806281.18111
  92.65000  -2.863761353.089971830860.66044
  92.70000  64.790741353.537431836261.41241
  92.75000 132.467611343.413881822308.51021
  92.80000 199.638311322.715811789432.57091
  92.85000 265.774101291.522331738665.78890
  92.90000 330.350211249.995121671619.07140
  92.95000 392.849971198.377901590440.69524
  93.00000 452.768871136.995091497757.48973
  93.05000 509.618621066.249961396600.11307
  93.10000 562.93112 986.622051290314.51255
  93.15000 612.26222 898.664061182462.12390
  93.20000 657.19542 802.998091076711.75830
  93.25000 697.34533 700.31131976726.43150
  93.30000 732.36089 591.35110886048.59946
  93.35000 761.92845 476.91971807987.36873
  93.40000 785.77443 357.86839745511.24415
  93.45000 803.66785 235.09113701149.85902
  93.50000 815.42241 109.51803676907.90542
  93.55000 820.89831 -17.89172674194.15104
  93.60000 820.00373-146.15708693768.00176
  93.65000 812.69587-274.28266735705.55835
  93.70000 798.98174-401.26639799386.53587
  93.75000 778.91842-526.10729883502.78264
  93.80000 752.61305-647.81329986088.47078
  93.85000 720.22239-765.409081104571.35302
  93.90000 681.95194-877.943831235843.81131
  93.95000 638.05474-984.498821376351.78311
  94.00000 588.82980-1084.194871522199.06132
  94.05000 534.62006-1176.199531669263.94339
  94.10000 475.81008-1259.733911813324.77084
  94.15000 412.82339-1334.079241950190.56788
  94.20000 346.11942-1398.582892075832.76871
  94.25000 276.19028-1452.664052186513.92605
  94.30000 203.55708-1495.818792278909.32354
  94.35000 128.76614-1527.624582350217.57289
  94.40000  52.38491-1547.744292398256.56013
  94.45000 -25.00231-1555.929432421541.50690
  94.50000-102.79878-1552.022822419342.42213
  94.55000-180.39992-1535.960512391718.82184
  94.60000-257.19794-1507.773022339530.27359
  94.65000-332.58659-1467.585852264422.05594
  94.70000-405.96589-1415.619192168785.99178
  94.75000-476.74685-1352.187022055697.29244
  94.80000-544.35620-1277.695331928829.01364
  94.85000-608.24096-1192.639671792346.45074
  94.90000-667.87295-1097.602021650784.46509
  94.95000-722.75305-993.246871508911.31478
  95.00000-772.41539-880.316711371583.04182
  95.05000-816.43123-759.626801243592.82677
  95.10000-854.41257-632.059421129519.94877
  95.15000-886.01554-498.557461033583.07412
  95.20000-910.94341-360.11753959502.53478
  95.25000-928.94929-217.78262910376.05026
  95.30000-939.83842 -72.63430888571.99481
  95.35000-943.47013  74.21546895643.82722
  95.40000-939.75936 221.63266932268.69442
  95.45000-928.67773 368.47006998212.51041
  95.50000-910.25422 513.575961092323.01934
  95.55000-884.57543 655.803181212551.49875
  95.60000-851.78527 794.018091356002.87287
  95.65000-812.08436 927.109541519013.11229
  95.70000-765.728891053.997721697251.92478
  95.75000-713.029001173.642861885847.91847
  95.80000-654.346861285.053642079532.67097
  95.85000-590.094171387.295342272799.48998
  95.90000-520.729411479.497552460072.12500
  95.95000-446.754531560.861522635878.30358
  96.00000-368.711451630.666922795022.73422
  96.05000-287.178111688.278082932754.15070
  96.10000-202.764201733.149663044921.07402
  96.15000-116.106721764.831573128111.23782
  96.20000 -27.865141782.973243179770.05569
  96.25000  61.283521787.327173198294.09205
  96.30000 150.649881777.751623183096.21796
  96.35000 239.537461754.212583134639.96759
  96.40000 327.248091716.784853054441.53657
  96.45000 413.087331665.652342945038.85188
  96.50000 496.369951601.107442809928.16548
  96.55000 576.425321523.549642653469.64735
  96.60000 652.602801433.483182480764.44781
  96.65000 724.276961331.513992297506.63077
  96.70000 790.852661218.345722109814.21997
  96.75000 851.769951094.774991924044.32058
  96.80000 906.50870 961.685941746597.85523
  96.85000 954.59299 820.043951583719.86535
  96.90000 995.59519 670.888801441301.56114
  96.950001029.13963 515.327051324690.34553
  97.000001054.90598 354.523981238513.88566
  97.050001072.63218 189.694921186523.96065
