      t         y1        y2      check
  31.65000  -4.49718   8.63934  94.86280
  31.70000  -4.06522   9.34202 103.79935
  31.75000  -3.59811   9.97721 112.49119
  31.80000  -3.09925  10.53942 120.68469
  31.85000  -2.57228  11.02368 128.13807
  31.90000  -2.02110  11.42560 134.62906
  31.95000  -1.44982  11.74139 139.96226
  32.00000  -0.86275  11.96793 143.97559
  32.05000  -0.26435  12.10273 146.54597
  32.10000   0.34078  12.14404 147.59374
  32.15000   0.94798  12.09079 147.08585
  32.20000   1.55252  11.94267 145.03760
  32.25000   2.14966  11.70008 141.51300
  32.30000   2.73466  11.36420 136.62342
  32.35000   3.30287  10.93691 130.52495
  32.40000   3.84972  10.42084 123.41414
  32.45000   4.37076   9.81932 115.52253
  32.50000   4.86172   9.13639 107.10992
  32.55000   5.31854   8.37674  98.45671
  32.60000   5.73738   7.54572  89.85542
  32.65000   6.11467   6.64925  81.60172
  32.70000   6.44713   5.69384  73.98526
  32.75000   6.73182   4.68647  67.28045
  32.80000   6.96615   3.63463  61.73768
  32.85000   7.14788   2.54617  57.57510
  32.90000   7.27518   1.42931  54.97124
  32.95000   7.34665   0.29256  54.05886
  33.00000   7.36128  -0.85535  54.92005
  33.05000   7.31851  -2.00555  57.58284
  33.10000   7.21823  -3.14907  62.01953
  33.15000   7.06078  -4.27692  68.14664
  33.20000   6.84693  -5.38016  75.82668
  33.25000   6.57793  -6.45000  84.87158
  33.30000   6.25543  -7.47780  95.04783
  33.35000   5.88154  -8.45521 106.08303
  33.40000   5.45878  -9.37420 117.67384
  33.45000   4.99007 -10.22713 129.49500
  33.50000   4.47871 -11.00683 141.20915
  33.55000   3.92837 -11.70663 152.47723
  33.60000   3.34304 -12.32044 162.96904
  33.65000   2.72701 -12.84279 172.37375
  33.70000   2.08487 -13.26888 180.40992
  33.75000   1.42143 -13.59464 186.83479
  33.80000   0.74170 -13.81674 191.45247
  33.85000   0.05086 -13.93263 194.12082
  33.90000  -0.64577 -13.94058 194.75677
  33.95000  -1.34280 -13.83968 193.33978
  34.00000  -2.03478 -13.62987 189.91356
  34.05000  -2.71628 -13.31193 184.58564
  34.10000  -3.38187 -12.88751 177.52503
  34.15000  -4.02625 -12.35909 168.95789
  34.20000  -4.64420 -11.72999 159.16136
  34.25000  -5.23070 -11.00434 148.45567
  34.30000  -5.78092 -10.18704 137.19479
  34.35000  -6.29027  -9.28377 125.75591
  34.40000  -6.75446  -8.30092 114.52793
  34.45000  -7.16951  -7.24553 103.89953
  34.50000  -7.53178  -6.12530  94.24699
  34.55000  -7.83805  -4.94845  85.92219
  34.60000  -8.08547  -3.72376  79.24121
  34.65000  -8.27166  -2.46040  74.47392
  34.70000  -8.39468  -1.16796  71.83475
  34.75000  -8.45308   0.14371  71.47515
  34.80000  -8.44589   1.46450  73.47784
  34.85000  -8.37267   2.78417  77.85315
  34.90000  -8.23346   4.09240  84.53757
  34.95000  -8.02884   5.37888  93.39457
  35.00000  -7.75989   6.63339 104.21775
  35.05000  -7.42822   7.84587 116.73617
  35.10000  -7.03593   9.00653 130.62188
  35.15000  -6.58560  10.10589 145.49925
  35.20000  -6.08031  11.13489 160.95601
  35.25000  -5.52356  12.08494 176.55558
  35.30000  -4.91932  12.94800 191.85036
  35.35000  -4.27192  13.71664 206.39555
  35.40000  -3.58608  14.38413 219.76318
  35.45000  -2.86688  14.94446 231.55573
  35.50000  -2.11966  15.39240 241.41906
  35.55000  -1.35004  15.72360 249.05422
  35.60000  -0.56386  15.93454 254.22763
  35.65000   0.23287  16.02265 256.77943
  35.70000   1.03400  15.98626 256.62968
  35.75000   1.83332  15.82470 253.78209
  35.80000   2.62455  15.53824 248.32521
  35.85000   3.40146  15.12815 240.43103
  35.90000   4.15787  14.59668 230.35086
  35.95000   4.88771  13.94701 218.40872
  36.00000   5.58506  13.18330 204.99238
  36.05000   6.24422  12.31064 190.54215
  36.10000   6.85975  11.33498 175.53799
  36.15000   7.42650  10.26314 160.48506
  36.20000   7.93966   9.10275 145.89830
  36.25000   8.39480   7.86218 132.28651
  36.30000   8.78791   6.55049 120.13627
  36.35000   9.11543   5.17738 109.89638
  36.40000   9.37430   3.75310 101.96324
  36.45000   9.56195   2.28836  96.66759
  36.50000   9.67637   0.79431  94.26312
  36.55000   9.71609  -0.71763  94.91736
  36.60000   9.68021  -2.23576  98.70505
  36.65000   9.56842  -3.74830 105.60437
  36.70000   9.38100  -5.24336 115.49609
  36.75000   9.11884  -6.70914 128.16579
  36.80000   8.78338  -8.13396 143.30909
  36.85000   8.37668  -9.50637 160.53976
  36.90000   7.90136 -10.81522 179.40055
  36.95000   7.36060 -12.04981 199.37636
  37.00000   6.75811 -13.19990 219.90951
  37.05000   6.09812 -14.25586 240.41651
  37.10000   5.38532 -15.20869 260.30592
  37.15000   4.62489 -16.05015 278.99676
  37.20000   3.82238 -16.77278 295.93689
  37.25000   2.98374 -17.37003 310.62070
  37.30000   2.11524 -17.83624 322.60573
  37.35000   1.22343 -18.16675 331.52748
  37.40000   0.31509 -18.35791 337.11207
  37.45000  -0.60280 -18.40714 339.18621
  37.50000  -1.52316 -18.31295 337.68426
  37.55000  -2.43881 -18.07496 332.65192
  37.60000  -3.34256 -17.69389 324.24660
  37.65000  -4.22725 -17.17162 312.73420
  37.70000  -5.08583 -16.51111 298.48252
  37.75000  -5.91139 -15.71645 281.95134
  37.80000  -6.69721 -14.79280 263.67946
  37.85000  -7.43685 -13.74636 244.26908
  37.90000  -8.12417 -12.58435 224.36796
  37.95000  -8.75339 -11.31495 204.64981
  38.00000  -9.31913  -9.94723 185.79366
  38.05000  -9.81650  -8.49112 168.46264
  38.10000 -10.24105  -6.95729 153.28300
  38.15000 -10.58892  -5.35712 140.82392
  38.20000 -10.85677  -3.70261 131.57879
  38.25000 -11.04190  -2.00624 125.94858
  38.30000 -11.14221  -0.28094 124.22785
  38.35000 -11.15626   1.46003 126.59385
  38.40000 -11.08326   3.20320 133.09911
  38.45000 -10.92310   4.93496 143.66790
  38.50000 -10.67635   6.64169 158.09654
  38.55000 -10.34427   8.30987 176.05781
  38.60000  -9.92877   9.92616 197.10924
  38.65000  -9.43247  11.47753 220.70517
  38.70000  -8.85859  12.95136 246.21222
  38.75000  -8.21102  14.33551 272.92773
  38.80000  -7.49425  15.61848 300.10071
  38.85000  -6.71332  16.78946 326.95459
  38.90000  -5.87385  17.83841 352.71114
  38.95000  -4.98193  18.75620 376.61477
  39.00000  -4.04412  19.53463 397.95664
  39.05000  -3.06739  20.16652 416.09751
  39.10000  -2.05906  20.64580 430.48887
  39.15000  -1.02677  20.96753 440.69158
  39.20000   0.02161  21.12796 446.39128
  39.25000   1.07801  21.12459 447.41026
  39.30000   2.13423  20.95615 443.71512
  39.35000   3.18204  20.62267 435.42009
  39.40000   4.21318  20.12548 422.78581
  39.45000   5.21945  19.46717 406.21343
  39.50000   6.19281  18.65163 386.23427
  39.55000   7.12539  17.68401 363.49526
  39.60000   8.00959  16.57066 338.74045
  39.65000   8.83812  15.31917 312.78926
  39.70000   9.60408  13.93821 286.51205
  39.75000  10.30099  12.43757 260.80361
  39.80000  10.92287  10.82804 236.55558
  39.85000  11.46427   9.12134 214.62844
  39.90000  11.92034   7.33005 195.82414
  39.95000  12.28684   5.46750 180.86002
  40.00000  12.56022   3.54768 170.34507
  40.05000  12.73760   1.58514 164.75916
  40.10000  12.81686  -0.40511 164.43597
  40.15000  12.79660  -2.40774 169.55026
  40.20000  12.67622  -4.40721 180.10995
  40.25000  12.45586  -6.38787 195.95320
  40.30000  12.13646  -8.33410 216.75086
  40.35000  11.71976 -10.23042 242.01416
  40.40000  11.20824 -12.06163 271.10748
  40.45000  10.60515 -13.81292 303.26599
  40.50000   9.91451 -15.46997 337.61754
  40.55000   9.14101 -17.01911 373.20833
  40.60000   8.29005 -18.44740 409.03148
  40.65000   7.36768 -19.74272 444.05771
  40.70000   6.38055 -20.89392 477.26726
  40.75000   5.33585 -21.89088 507.68195
  40.80000   4.24131 -22.72461 534.39646
  40.85000   3.10508 -23.38731 556.60785
  40.90000   1.93571 -23.87248 573.64228
  40.95000   0.74209 -24.17494 584.97818
  41.00000  -0.46666 -24.29089 590.26494
  41.05000  -1.68120 -24.21797 589.33657
  41.10000  -2.89210 -23.95528 582.21985
  41.15000  -4.08986 -23.50339 569.13646
  41.20000  -5.26503 -22.86435 550.49915
  41.25000  -6.40825 -22.04169 526.90178
  41.30000  -7.51034 -21.04040 499.10360
  41.35000  -8.56236 -19.86691 468.00807
  41.40000  -9.55570 -18.52904 434.63684
  41.45000 -10.48215 -17.03596 400.09961
  41.50000 -11.33395 -15.39813 365.56079
  41.55000 -12.10386 -13.62720 332.20389
  41.60000 -12.78522 -11.73597 301.19478
  41.65000 -13.37202  -9.73828 273.64491
  41.70000 -13.85893  -7.64890 250.57565
  41.75000 -14.24138  -5.48344 232.88494
  41.80000 -14.51555  -3.25823 221.31719
  41.85000 -14.67846  -0.99017 216.43762
  41.90000 -14.72797   1.30334 218.61173
  41.95000 -14.66280   3.60458 227.99075
  42.00000 -14.48257   5.89564 244.50351
  42.05000 -14.18779   8.15855 267.85525
  42.10000 -13.77986  10.37539 297.53329
  42.15000 -13.26109  12.52849 332.81969
  42.20000 -12.63467  14.60054 372.81054
  42.25000 -11.90464  16.57470 416.44132
  42.30000 -11.07591  18.43480 462.51773
  42.35000 -10.15417  20.16541 509.75106
  42.40000  -9.14590  21.75200 556.79706
  42.45000  -8.05830  23.18105 602.29719
  42.50000  -6.89924  24.44016 644.92090
  42.55000  -5.67724  25.51817 683.40775
  42.60000  -4.40133  26.40523 716.60802
  42.65000  -3.08107  27.09294 743.52039
  42.70000  -1.72642  27.57436 763.32568
  42.75000  -0.34770  27.84411 775.41535
  42.80000   1.04450  27.89844 779.41384
  42.85000   2.43943  27.73523 775.19402
  42.90000   3.82619  27.35407 762.88507
  42.95000   5.19389  26.75623 742.87246
  43.00000   6.53170  25.94469 715.78989
  43.05000   7.82894  24.92411 682.50340
  43.10000   9.07514  23.70084 644.08785
  43.15000  10.26019  22.28284 601.79657
  43.20000  11.37433  20.67969 557.02494
  43.25000  12.40831  18.90245 511.26890
  43.30000  13.35343  16.96365 466.07975
  43.35000  14.20162  14.87718 423.01639
  43.40000  14.94548  12.65818 383.59669
  43.45000  15.57839  10.32295 349.24929
  43.50000  16.09453   7.88882 321.26750
  43.55000  16.48897   5.37405 300.76669
  43.60000  16.75768   2.79765 288.64656
  43.65000  16.89756   0.17926 285.55962
  43.70000  16.90652  -2.46098 291.88690
  43.75000  16.78347  -5.10262 307.72173
  43.80000  16.52834  -7.72504 332.86235
  43.85000  16.14209 -10.30760 366.81357
  43.90000  15.62671 -12.82980 408.79774
  43.95000  14.98522 -15.27147 457.77461
  44.00000  14.22165 -17.61291 512.46985
  44.05000  13.34100 -19.83504 571.41123
  44.10000  12.34925 -21.91957 632.97168
  44.15000  11.25327 -23.84914 695.41778
  44.20000  10.06081 -25.60747 756.96237
  44.25000   8.78044 -27.17947 815.81970
  44.30000   7.42147 -28.55141 870.26137
  44.35000   5.99390 -29.71102 918.67135
  44.40000   4.50834 -30.64756 959.59833
  44.45000   2.97597 -31.35199 991.80381
  44.50000   1.40837 -31.816991014.30418
  44.55000  -0.18248 -32.037041026.40552
  44.60000  -1.78434 -32.008531027.72995
  44.65000  -3.38476 -31.729731018.23233
  44.70000  -4.97125 -31.20086 998.20699
  44.75000  -6.53129 -30.42410 968.28379
  44.80000  -8.05250 -29.40359 929.41371
  44.85000  -9.52268 -28.14539 882.84410
  44.90000 -10.92994 -26.65747 830.08429
  44.95000 -12.26282 -24.94966 772.86245
  45.00000 -13.51030 -23.03360 713.07492
  45.05000 -14.66198 -20.92261 652.72948
  45.10000 -15.70811 -18.63168 593.88427
  45.15000 -16.63970 -16.17729 538.58410
  45.20000 -17.44856 -13.57733 488.79627
  45.25000 -18.12743 -10.85100 446.34775
  45.30000 -18.66998  -8.01859 412.86577
  45.35000 -19.07091  -5.10140 389.72378
  45.40000 -19.32598  -2.12157 377.99444
  45.45000 -19.43206   0.89811 378.41137
  45.50000 -19.38715   3.93437 391.34083
  45.55000 -19.19043   6.96361 416.76453
  45.60000 -18.84225   9.96212 454.27417
  45.65000 -18.34414  12.90622 503.07811
  45.70000 -17.69883  15.77249 562.02018
  45.75000 -16.91021  18.53793 629.61015
  45.80000 -15.98331  21.18015 704.06518
  45.85000 -14.92431  23.67755 783.36107
  45.90000 -13.74043  26.00947 865.29182
  45.95000 -12.43995  28.15641 947.53592
  46.00000 -11.03213  30.100151027.72721
  46.05000  -9.52713  31.823921103.52829
  46.10000  -7.93593  33.312541172.70416
  46.15000  -6.27030  34.552531233.19381
  46.20000  -4.54268  35.532261283.17753
  46.25000  -2.76606  36.242051321.13765
  46.30000  -0.95396  36.674251345.91082
  46.35000   0.87975  36.823311356.73003
  46.40000   2.72092  36.685851353.25480
  46.45000   4.55521  36.260701335.58860
  46.50000   6.36824  35.548951304.28258
  46.55000   8.14569  34.553911260.32531
  46.60000   9.87339  33.281151205.11874
  46.65000  11.53745  31.738431140.44079
  46.70000  13.12437  29.935711068.39558
  46.75000  14.62115  27.88502 991.35271
  46.80000  16.01540  25.60047 911.87721
  46.85000  17.29543  23.09806 832.65232
  46.90000  18.45033  20.39565 756.39733
  46.95000  19.47011  17.51279 685.78306
  47.00000  20.34575  14.47058 623.34742
  47.05000  21.06928  11.29156 571.41394
  47.10000  21.63386   7.99948 532.01563
  47.15000  22.03383   4.61919 506.82678
  47.20000  22.26479   1.17641 497.10496
  47.25000  22.32361  -2.30247 503.64509
  47.30000  22.20849  -5.79053 526.74731
  47.35000  21.91896  -9.26061 566.19985
  47.40000  21.45593 -12.68545 621.27764
  47.45000  20.82166 -16.03794 690.75697
  47.50000  20.01976 -19.29132 772.94602
  47.55000  19.05520 -22.41941 865.73048
  47.60000  17.93423 -25.39678 966.63315
  47.65000  16.66439 -28.199011072.88583
  47.70000  15.25444 -30.802821181.51146
  47.75000  13.71430 -33.186321289.41402
  47.80000  12.05498 -35.329181393.47371
  47.85000  10.28852 -37.212771490.64419
  47.90000   8.42788 -38.820351578.04918
  47.95000   6.48687 -40.137211653.07519
  48.00000   4.48001 -41.150781713.45751
  48.05000   2.42247 -41.850791757.35657
  48.10000   0.32993 -42.229301783.42226
  48.15000  -1.78154 -42.280851790.84387
  48.20000  -3.89558 -42.002481779.38398
  48.25000  -5.99570 -41.393801749.39489
  48.30000  -8.06539 -40.456971701.81685
  48.35000 -10.08824 -39.196751638.15786
  48.40000 -12.04808 -37.620461560.45542
  48.45000 -13.92910 -35.737951471.22097
  48.50000 -15.71600 -33.561531373.36880
  48.55000 -17.39408 -31.105901270.13107
  48.60000 -18.94937 -28.388081164.96166
  48.65000 -20.36878 -25.427241061.43148
  48.70000 -21.64014 -22.24462 963.11856
  48.75000 -22.75237 -18.86335 873.49609
  48.80000 -23.69554 -15.30829 795.82211
  48.85000 -24.46095 -11.60586 733.03409
  48.90000 -25.04124  -7.78384 687.65199
  48.95000 -25.43044  -3.87114 661.69279
  49.00000 -25.62399   0.10236 656.59947
  49.05000 -25.61887   4.10611 673.18688
  49.10000 -25.41357   8.10906 711.60635
  49.15000 -25.00812  12.07993 771.33059
  49.20000 -24.40412  15.98745 851.15957
  49.25000 -23.60475  19.80059 949.24755
  49.30000 -22.61472  23.488831063.15078
  49.35000 -21.44028  27.022381189.89466
  49.40000 -20.08916  30.372431326.05853
  49.45000 -18.57053  33.511361467.87587
  49.50000 -16.89497  36.413001611.34676
  49.55000 -15.07432  39.052841752.35953
  49.60000 -13.12167  41.408201886.81774
  49.65000 -11.05126  43.458472010.76872
  49.70000  -8.87834  45.185232120.52960
  49.75000  -6.61908  46.572472212.80689
  49.80000  -4.29046  47.606702284.80572
  49.85000  -1.91012  48.277082334.32521
  49.90000   0.50373  48.575542359.83668
  49.95000   2.93251  48.496832360.54215
  50.00000   5.35735  48.038632336.41076
  50.05000   7.75928  47.201542288.19179
  50.10000  10.11936  45.989152217.40350
  50.15000  12.41882  44.408002126.29763
  50.20000  14.63922  42.467562017.80046
  50.25000  16.76260  40.180181895.43177
  50.30000  18.77160  37.561031763.20398
  50.35000  20.64966  34.627971625.50426
  50.40000  22.38105  31.401461486.96305
  50.45000  23.95113  27.904421352.31295
  50.50000  25.34635  24.162051226.24216
  50.55000  26.55445  20.201691113.24697
  50.60000  27.56453  16.052551017.48805
  50.65000  28.36716  11.74560 942.65490
  50.70000  28.95444   7.31323 891.84299
  50.75000  29.32010   2.78909 867.44751
  50.80000  29.45956  -1.79217 871.07744
  50.85000  29.36995  -6.39523 903.49287
  50.90000  29.05019 -10.98428 964.56789
  50.95000  28.50097 -15.523371053.28067
  51.00000  27.72481 -19.976651167.73143
  51.05000  26.72597 -24.308651305.18819
  51.10000  25.51054 -28.484591462.15927
  51.15000  24.08631 -32.470611634.49071
  51.20000  22.46278 -36.234091817.48603
  51.25000  20.65108 -39.743902006.04475
  51.30000  18.66388 -42.970632194.81578
  51.35000  16.51535 -45.886862378.36111
  51.40000  14.22101 -48.467392551.32471
  51.45000  11.79764 -50.689422708.60155
  51.50000   9.26317 -52.532802845.50140
  51.55000   6.63653 -53.980172957.90227
  51.60000   3.93752 -55.017133042.38836
  51.65000   1.18666 -55.632363096.36815
  51.70000  -1.59496 -55.817783118.16848
  51.75000  -4.38585 -55.568573107.10141
  51.80000  -7.16428 -54.883283063.50121
  51.85000  -9.90844 -53.763862988.72997
  51.90000 -12.59663 -52.215672885.15111
  51.95000 -15.20742 -50.247442756.07112
  52.00000 -17.71979 -47.871292605.65084
  52.05000 -20.11335 -45.102572438.78862
  52.10000 -22.36848 -41.959862260.97854
  52.15000 -24.46647 -38.464782078.14778
  52.20000 -26.38971 -34.641901896.47786
  52.25000 -28.12181 -30.518501722.21507
  52.30000 -29.64773 -26.124471561.47601
  52.35000 -30.95396 -21.492011420.05399
  52.40000 -32.02856 -16.655461303.23268
  52.45000 -32.86133 -11.650991215.61266
  52.50000 -33.44388  -6.516411160.95668
  52.55000 -33.76970  -1.290811142.05881
  52.60000 -33.83424   3.985711160.64169
  52.65000 -33.63495   9.272311217.28590
  52.70000 -33.17134  14.527771311.39388
  52.75000 -32.44495  19.710791441.19018
  52.80000 -31.45941  24.780321603.75863
  52.85000 -30.22040  29.695851795.11576
  52.90000 -28.73560  34.417792010.31887
  52.95000 -27.01471  38.907722243.60574
  53.00000 -25.06933  43.128772488.56224
  53.05000 -22.91289  47.045862738.31298
  53.10000 -20.56060  50.625992985.72940
  53.15000 -18.02930  53.838593223.64901
  53.20000 -15.33737  56.655663445.09918
  53.25000 -12.50458  59.052133643.51848
  53.30000  -9.55198  61.005973812.96859
  53.35000  -6.50168  62.498473948.33008
  53.40000  -3.37676  63.514354045.47555
  53.45000  -0.20104  64.041974101.41450
  53.50000   3.00106  64.073384114.40482
  53.55000   6.20473  63.604474084.02697
  53.60000   9.38495  62.634984011.21788
  53.65000  12.51670  61.168583898.26295
  53.70000  15.57513  59.212843748.74570
  53.75000  18.53577  56.779233567.45591
  53.80000  21.37474  53.883023360.25869
  53.85000  24.06889  50.543213133.92769
  53.90000  26.59605  46.782452895.94732
  53.95000  28.93517  42.626822654.28959
  54.00000  31.06651  38.105702417.17222
  54.05000  32.97179  33.251562192.80519
  54.10000  34.63437  28.099711989.13360
  54.15000  36.03936  22.688091813.58484
  54.20000  37.17376  17.056941672.82791
  54.25000  38.02661  11.248541572.55275
  54.30000  38.58904   5.306881517.27679
  54.35000  38.85438  -0.722651510.18517
  54.40000  38.81825  -6.793651553.01011
  54.45000  38.47857 -12.859001645.95398
  54.50000  37.83562 -18.871281787.65896
  54.55000  36.89205 -24.783091975.22520
  54.60000  35.65290 -30.547482204.27739
  54.65000  34.12552 -36.118242469.07871
  54.70000  32.31961 -41.450352762.68916
  54.75000  30.24709 -46.500293077.16399
  54.80000  27.92208 -51.226403403.78677
  54.85000  25.36076 -55.589233733.33025
  54.90000  22.58130 -59.551854056.33731
  54.95000  19.60371 -63.080174363.41353
  55.00000  16.44970 -66.143254645.52234
  55.05000  13.14253 -68.713524894.27367
  55.10000   9.70686 -70.767045102.19681
  55.15000   6.16851 -72.283735262.98880
  55.20000   2.55432 -73.247565371.73019
  55.25000  -1.10806 -73.646685425.06075
  55.30000  -4.79039 -73.473545421.30928
  55.35000  -8.46407 -72.725045360.57242
  55.40000 -12.10032 -71.402535244.73945
  55.45000 -15.67045 -69.511865077.46127
  55.50000 -19.14604 -67.063354864.06378
  55.55000 -22.49921 -64.071784611.40750
  55.60000 -25.70280 -60.556284327.69680
  55.65000 -28.73061 -56.540224022.24423
  55.70000 -31.55762 -52.051063705.19632
  55.75000 -34.16018 -47.120183387.22903
  55.80000 -36.51618 -41.782653079.22186
  55.85000 -38.60532 -36.077002791.92041
  55.90000 -40.40917 -30.044922535.59793
  55.95000 -41.91141 -23.730992319.72626
  56.00000 -43.09796 -17.182332152.66676
  56.05000 -43.95708 -10.448272041.39116
  56.10000 -44.47949  -3.579981991.24149
  56.15000 -44.65849   3.369942005.73736
  56.20000 -44.48999  10.347832086.43721
  56.25000 -43.97260  17.299392232.85880
  56.30000 -43.10763  24.170112442.46237
  56.35000 -41.89913  30.905682710.69796
  56.40000 -40.35384  37.452423031.11637
  56.45000 -38.48122  43.757713395.54141
  56.50000 -36.29334  49.770403794.29884
  56.55000 -33.80482  55.441234216.49587
  56.60000 -31.03276  60.723234650.34314
  56.65000 -27.99659  65.572105083.50992
  56.70000 -24.71799  69.946575503.50168
  56.75000 -21.22066  73.808765898.04891
  56.80000 -17.53022  77.124486255.49478
  56.85000 -13.67400  79.863586565.16988
  56.90000  -9.68082  82.000146817.74183
  56.95000  -5.58081  83.512777005.52849
  57.00000  -1.40517  84.384777122.76451
  57.05000   2.81407  84.604337165.81193
  57.10000   7.04428  84.164637133.30754
  57.15000  11.25251  83.063967026.24134
  57.20000  15.40571  81.305766847.96252
  57.25000  19.47100  78.898626604.11163
  57.30000  23.41593  75.856276302.48003
  57.35000  27.20874  72.197535952.79972
  57.40000  30.81862  67.946175566.46914
  57.45000  34.21593  63.130765156.22248
  57.50000  37.37247  57.784524735.75200
  57.55000  40.26169  51.945074319.29439
  57.60000  42.85895  45.654183921.19364
  57.65000  45.14166  38.957473555.45368
  57.70000  47.08953  31.904093235.29460
  57.75000  48.68473  24.546352972.72655
  57.80000  49.91205  16.939362778.15476
  57.85000  50.75902   9.140602660.02864
  57.90000  51.21605   1.209502624.54663
  57.95000  51.27652  -6.793002675.42689
  58.00000  50.93687 -14.804962813.75206
  58.05000  50.19663 -22.763853037.89407
  58.10000  49.05843 -30.607073343.52272
  58.15000  47.52808 -38.272453723.69894
  58.20000  45.61446 -45.698714169.05119
  58.25000  43.32952 -52.825974668.03088
  58.30000  40.68822 -59.596215207.23984
  58.35000  37.70841 -65.953755771.82095
  58.40000  34.41073 -71.845686345.90050
  58.45000  30.81844 -77.222366913.06936
  58.50000  26.95732 -82.037747456.88847
  58.55000  22.85544 -86.249827961.40315
  58.60000  18.54295 -89.820998411.65037
  58.65000  14.05190 -92.718328794.14289
  58.70000   9.41598 -94.913939097.31480
  58.75000   4.67028 -96.385189311.91388
  58.80000  -0.14898 -97.114919431.32768
  58.85000  -5.00472 -97.091639451.83210
  58.90000  -9.85930 -96.309649372.75330
  58.95000 -14.67478 -94.769139196.53686
  59.00000 -19.41324 -92.476198928.72011
  59.05000 -24.03705 -89.442878577.80744
  59.10000 -28.50919 -85.687088155.05060
  59.15000 -32.79355 -81.232527674.13959
  59.20000 -36.85517 -76.108537150.81237
  59.25000 -40.66060 -70.349916602.39431
  59.30000 -44.17810 -63.996696047.28068
  59.35000 -47.37793 -57.093865504.37760
  59.40000 -50.23262 -49.691064992.51815
  59.45000 -52.71718 -41.842214529.87167
  59.50000 -54.80929 -33.605154133.36451
  59.55000 -56.48955 -25.041203818.13068
  59.60000 -57.74161 -16.214713597.00997
  59.65000 -58.55234  -7.192593480.11002
  59.70000 -58.91197   1.956223474.44712
  59.75000 -58.81416  11.161213583.67811
  59.80000 -58.25610  20.350933807.93329
  59.85000 -57.23855  29.453444143.75716
  59.90000 -55.76588  38.396964584.16041
  59.95000 -53.84603  47.110385118.78352
  60.00000 -51.49051  55.523835734.16831
  60.05000 -48.71432  63.569226414.13084
  60.10000 -45.53586  71.180837140.22554
  60.15000 -41.97682  78.295817892.28734
  60.20000 -38.06203  84.854698649.03625
  60.25000 -33.81930  90.801889388.72624
  60.30000 -29.27920  96.0861510089.81896
  60.35000 -24.47489 100.6610210731.66149
  60.40000 -19.44184 104.4852211295.14702
  60.45000 -14.21758 107.5230111763.33745
  60.50000  -8.84143 109.7445112122.02789
  60.55000  -3.35421 111.1259812360.23444
  60.60000   2.20209 111.6500812470.58869
  60.65000   7.78460 111.3060012449.62535
  60.70000  13.34990 110.0896612297.95202
  60.75000  18.85438 108.0037312020.29424
  60.80000  24.25457 105.0577411625.41217
  60.85000  29.50745 101.2679611125.88979
  60.90000  34.57085  96.6574210537.80094
  60.95000  39.40372  91.255739880.26090
  61.00000  43.96651  85.098899174.87574
  61.05000  48.22145  78.229138445.10496
  61.10000  52.13291  70.694537715.55621
  61.15000  55.66764  62.548767011.23286
  61.20000  58.79507  53.850696356.75755
  61.25000  61.48761  44.663965775.59530
  61.30000  63.72081  35.056525289.30085
  61.35000  65.47363  25.100144916.81384
  61.40000  66.72864  14.869894673.82500
  61.45000  67.47213   4.443544572.23397
  61.50000  67.69431  -6.098984619.71737
  61.55000  67.38936 -16.676224819.42239
  61.60000  66.55555 -27.205815169.79729
  61.65000  65.19526 -37.605115664.56642
  61.70000  63.31501 -47.791876292.85278
  61.75000  60.92541 -57.684847039.44658
  61.80000  58.04117 -67.204447885.21356
  61.85000  54.68095 -76.273378807.63281
  61.90000  50.86728 -84.817279781.44885
  61.95000  46.62642 -92.7652810779.41969
  62.00000  41.98815-100.0506611773.13883
  62.05000  36.98562-106.6113112733.90650
  62.10000  31.65505-112.3903113633.62391
  62.15000  26.03554-117.3364114445.68258
  62.20000  20.16872-121.4044615145.82103
  62.25000  14.09850-124.5558315712.92137
  62.30000   7.87070-126.7587216129.72005
  62.35000   1.53277-127.9885116383.40896
  62.40000  -4.86666-128.2280116466.10652
  62.45000 -11.27806-127.4675916375.18194
  62.50000 -17.65144-125.7054016113.42003
  62.55000 -23.93671-122.9473615689.01922
  62.60000 -30.08408-119.2072515115.41985
  62.65000 -36.04444-114.5066114410.96579
  62.70000 -41.76977-108.8746713598.40711
  62.75000 -47.21350-102.3481412704.25708
  62.80000 -52.33091 -94.9710311758.02116
  62.85000 -57.07946 -86.7943310791.32030
  62.90000 -61.41918 -77.875669836.93418
  62.95000 -65.31296 -68.278928927.79320
  63.00000 -68.72691 -58.073778095.94996
  63.05000 -71.63059 -47.335197371.56201
  63.10000 -73.99735 -36.142916781.91808
  63.15000 -75.80450 -24.580826350.53881
  63.20000 -77.03354 -12.736376096.38135
  63.25000 -77.67036  -0.699886033.17440
  63.30000 -77.70535  11.436126168.90653
  63.35000 -77.13355  23.577586505.48616
  63.40000 -75.95467  35.629697038.58665
  63.45000 -74.17318  47.497617757.68412
  63.50000 -71.79830  59.087178646.28999
  63.55000 -68.84394  70.305669682.37382
  63.60000 -65.32866  81.0625210838.96641
  63.65000 -61.27553  91.2701312084.92693
  63.70000 -56.71203 100.8444313385.85275
  63.75000 -51.66981 109.7056814705.10564
  63.80000 -46.18452 117.7790916004.92407
  63.85000 -40.29557 124.9954217247.58815
  63.90000 -34.04580 131.2916018396.60154
  63.95000 -27.48122 136.6112619417.85355
  64.00000 -20.65065 140.9052020280.72486
  64.05000 -13.60539 144.1318620959.10113
